🕘️更新时间,#genre#
大湾区卫视,http://39.135.32.24:6610/PLTV/77777777/224/3221225748/index.m3u8?servicetype=1&IASHttpSessionId=OTT
梧州教育生活,http://live.wzrtv.cn:80/jysh1/sd/live.m3u8
梧州教育生活,http://live.wzrtv.cn:80/jysh1/sd/live.m3u8
梧州新闻综合,http://live.wzrtv.cn:80/xwzh1/sd/live.m3u8
梧州新闻综合,http://live.wzrtv.cn:80/xwzh1/sd/live.m3u8

电竞频道,#genre#
英雄联盟赛事频道,http://1.94.31.214:35455/huya/660000
英雄联盟赛事频道,https://live.metshop.top/huya/660000
英雄联盟赛事频道,https://live.iill.top/huya/660000
英雄联盟赛事频道,http://1.94.31.214:35455/huya/660000
王者荣耀赛事频道,http://1.94.31.214:35455/huya/660002
王者荣耀赛事频道,https://live.metshop.top/huya/660002
王者荣耀赛事频道,http://1.94.31.214:35455/huya/660002
无畏契约赛事频道,http://1.94.31.214:35455/huya/660679
无畏契约赛事频道,https://live.metshop.top/huya/660679
无畏契约赛事频道,http://1.94.31.214:35455/huya/660679
穿越火线赛事频道,http://1.94.31.214:35455/huya/660101
穿越火线赛事频道,https://live.metshop.top/huya/660101
穿越火线赛事频道,http://1.94.31.214:35455/huya/660101
DOTA2赛事频道,http://1.94.31.214:35455/huya/476318
DOTA2赛事频道,https://live.metshop.top/huya/476318
DOTA2赛事频道,http://1.94.31.214:35455/huya/476318
斯诺克赛事频道,http://1.94.31.214:35455/huya/880214
斯诺克赛事频道,https://live.metshop.top/huya/880214
斯诺克赛事频道,http://1.94.31.214:35455/huya/880214
和平精英赛事频道,http://1.94.31.214:35455/huya/660006
和平精英赛事频道,https://live.metshop.top/huya/660006
和平精英赛事频道,http://1.94.31.214:35455/huya/660006
赛车竞速赛事频道,http://1.94.31.214:35455/huya/660117
赛车竞速赛事频道,https://live.metshop.top/huya/660117
赛车竞速赛事频道,http://1.94.31.214:35455/huya/660117
英雄手游赛事频道,http://1.94.31.214:35455/huya/667812
英雄手游赛事频道,https://live.metshop.top/huya/667812
英雄手游赛事频道,http://1.94.31.214:35455/huya/667812

体育频道,#genre#
广东体育,http://218.15.183.23:9901/tsfile/live/23012_1.m3u8
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
广东体育,http://ar-ca2.jdiptv.cc/live/gdty.m3u8?kdstime=1738154159&kdssign=96e817e2e78149b3f512ed47a4411ea7
广东体育,http://ar-ca2.jdiptv.cc//live/gdty.m3u8?kdstime=1738154154&kdssign=69e180bce2320371553d00e70fe3b947
广东体育,http://218.15.183.23:9901/tsfile/live/23012_1.m3u8
五星体育,http://36.105.100.208:35455/itv/5000000010000017540.m3u8?cdn=bestzb
澳门体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
澳门体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
ESPN,http://212.102.60.231/ESPN_NEWS/index.m3u8
纬来体育,rtmp://116.93.98.236/sat/tv721
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv
咪咕体育1,http://39.135.134.67/000000001000/3000000001000031494/index.m3u8
咪咕体育1,http://39.135.134.67/000000001000/3000000001000031494/index.m3u8
咪咕体育2,http://39.134.67.108/PLTV/88888888/224/3221225897/1.m3u8
咪咕体育2,http://39.134.67.108/PLTV/88888888/224/3221225897/1.m3u8
咪咕体育3,http://39.135.133.158:80/wh7f454c46tw2296044788_494569294/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕体育3,http://39.135.133.158:80/wh7f454c46tw2296044788_494569294/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
有线18台,http://60.248.77.83/sat/hk021.flv
NBA,http://fl2.moveonjoy.com/NBA_TV/index.m3u8
NBA,http://fl2.moveonjoy.com/NBA_TV/index.m3u8

香港频道,#genre#
凤凰卫视中文台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰卫视中文台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰卫视资讯台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰卫视资讯台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=b6c3072decdb3fc5d0341c77-173815575219340&wsIPSercert=b28a1800853382f7eb24673ad65dde26
凤凰香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=b6c3072decdb3fc5d0341c77-173815575219340&wsIPSercert=b28a1800853382f7eb24673ad65dde26
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
无线新闻,http://php.jdshipin.com:8880/PLTV/iptv.php?id=tvbxw
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
无线财经台,rtmp://116.93.98.236/sat/hk011.flv
无线财经台,rtmp://116.93.98.236/sat/hk031.flv
TVB娱乐台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,https://stream1.freetv.fun/db266a0db0c0ceb78963becb87d0ec13ff182280a05dc63c3ad2008a8b7193b7.ctv
翡翠台备用,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
MYTVSUPER,http://jiaojirentv.top/2020/yy.php?id=1354926666
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
千禧经典台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
TVB亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
TVB亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
TVBJ1,http://php.jdshipin.com/TVOD/iptv.php?id=j1
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY资讯台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
RHK33,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
RHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
RHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
亚太电视,http://play2.one-tv.com/live/onetv.m3u8
凤凰电影台,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0
新传媒8频道,http://50.7.234.10:8278/TV8/playlist.m3u8?tid=MDFD8437455184374551&ct=19225&tsum=ea08ca3d3651a75f499af2fc429eee35

澳门频道,#genre#
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳门葡语,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
澳门葡语,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
澳门资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳门资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳门综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳门综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳门MACAU,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8
澳门MACAU,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8
澳门体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
澳门体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8

台湾频道,#genre#
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8
华视,http://116.93.98.236:8080/sat/tv111.flv
民视,http://116.93.98.236:8080/sat/tv051.flv
台视,http://116.93.98.236:8080/sat/tv071.flv
中视,http://116.93.98.236:8080/sat/tv091.flv
TVBS亚洲,http://extraott.com/live/6772191932/1654508883/33015.m3u8
星光影视,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
纬来日本台,rtmp://f13h.mine.nu/sat/tv771
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大立电视台,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
纬来电影,http://50.7.234.10:8278/videolandmovie/playlist.m3u8?ct=18335&tid=ma2dac66da407&tsum=9a5a39559f64a71081ef9b3a85f2886c
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
龙华洋片,http://sg6.jdiptv.cc/live/lhyp.m3u8?kdstime=1738166081&kdssign=640c9c1e5a7b68bb158b76021c7fca28
纬来戏剧,http://jp1.jdiptv.cc/live/wlxj.m3u8?kdstime=1738165836&kdssign=0341f77aa16de3bfff4212ce4718bd14
